7.24937	1.98706	6.94021	6.15711	6.54897	5.43992	0.983001	5.45366	0.496231	9.74578	4.64034	9.6997	7.27866	5.30961	6.79922	6.92801	3.72112	3.88623	0.499588	8.09778	1.69561	0.608234	3.10556	7.84478	2.1247	3.21909	4.84664	0.0915555	4.39863	5.07859	
6.05945	7.58538	4.01074	3.49803	8.42647	9.4232	6.2331	9.97284	0.534684	5.62853	8.63552	3.86761	3.06406	2.84219	0.267037	6.12568	3.91186	0.186163	0.310373	4.55702	8.57936	9.36766	4.01898	7.27287	6.11591	8.08374	8.75423	5.82598	5.95019	0.790124	
7.93176	4.62203	5.90625	5.89434	5.69201	8.16065	6.7275	3.43577	0.102237	2.67312	3.41563	2.32093	7.7102	3.71746	8.69869	1.16855	7.25578	6.28925	8.93948	1.8302	5.35569	9.02005	7.80084	9.65209	1.97363	9.01547	7.97418	9.53398	8.48811	8.90347	
6.28712	1.85461	6.16932	2.64992	2.50649	7.322	7.8811	1.70934	7.13889	4.80941	0.814844	8.06543	8.55342	1.24638	3.07474	5.73321	4.72976	7.62047	1.9187	7.27775	9.95025	0.153508	6.47633	6.91641	1.74139	0.721152	2.74972	6.76626	8.38923	5.56658	
3.71227	7.79504	2.32521	6.38234	2.31666	2.04596	9.71038	2.81747	0.228889	7.69219	1.5183	0.46968	0.0924711	3.48582	6.4388	3.43242	4.14563	4.16517	0.906705	5.45183	6.99271	3.37992	6.57521	8.76247	5.35478	5.70025	0.539872	4.65773	2.59987	4.26801	
8.63338	4.86587	0.874355	5.65813	7.09403	7.78466	8.64223	8.50551	2.93008	8.64376	6.44917	7.46849	8.28639	7.65618	8.71914	9.08322	9.12534	5.21958	4.40168	1.07639	3.54015	8.23054	4.27717	1.69836	0.00854518	6.5746	7.73553	0.637226	0.89816	3.85662	
6.83889	8.07611	1.54088	1.42857	0.484634	3.46141	0.185553	9.78423	6.47633	0.536515	9.14151	6.37471	4.31715	0.210578	2.42592	3.91949	6.54012	7.81884	0.228278	8.26044	1.38432	6.34266	5.50401	9.83489	4.63424	2.14789	3.00699	7.82159	3.4254	4.80605	
6.0802	1.02512	9.84436	7.55821	1.50884	4.56404	7.11631	9.98749	7.75506	6.41652	6.21204	9.46104	6.88162	2.89804	5.67156	2.90384	5.48235	7.12363	2.46437	5.46678	4.9263	9.52055	6.6982	7.6516	6.23371	4.45753	7.98761	7.45537	9.88922	2.04627	
6.29475	9.09818	5.91296	9.18394	5.05539	4.89395	4.49721	8.8934	9.40397	1.82928	2.51961	2.03009	7.30491	9.4113	6.2508	0.413526	6.41346	0.345164	5.56352	5.44481	4.46333	0.613727	9.96033	1.2775	6.00909	0.503555	1.72796	6.60237	3.32438	3.15958	
6.53584	4.10535	4.27503	2.21625	6.78518	1.66448	4.97543	5.07645	8.02728	4.35072	0.0451674	3.39488	3.75896	1.28574	8.27326	7.33299	8.9114	6.4333	6.50594	5.14481	7.3397	7.37175	9.57091	4.65835	3.63262	1.12186	9.0466	8.21223	4.54787	1.08676	
